country,date,lat,lng,confirmed_cases,deaths,recovered,confirmed_cases_non_cum,deaths_non_cum,recovered_non_cum,iso
Afghanistan,2020-03-21,33,65,24,0,1,0,0,0,AFG
Afghanistan,2020-03-22,33,65,40,1,1,16,1,0,AFG
Afghanistan,2020-03-23,33,65,40,1,1,0,0,0,AFG
Albania,2020-01-22,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-23,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-24,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-25,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-26,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-27,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-28,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-29,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-30,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-01-31,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-01,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-02,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-03,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-04,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-05,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-06,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-07,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-08,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-09,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-10,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-11,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-12,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-13,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-14,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-15,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-16,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-17,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-18,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-19,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-20,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-21,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-22,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-23,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-24,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-25,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-26,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-27,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-28,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-02-29,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-01,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-02,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-03,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-04,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-05,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-06,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-07,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-08,41.1533,20.1683,0,0,0,0,0,0,ALB
Albania,2020-03-09,41.1533,20.1683,2,0,0,2,0,0,ALB
Albania,2020-03-10,41.1533,20.1683,10,0,0,8,0,0,ALB
Albania,2020-03-11,41.1533,20.1683,12,1,0,2,1,0,ALB
Albania,2020-03-12,41.1533,20.1683,23,1,0,11,0,0,ALB
Albania,2020-03-13,41.1533,20.1683,33,1,0,10,0,0,ALB
Albania,2020-03-14,41.1533,20.1683,38,1,0,5,0,0,ALB
Albania,2020-03-15,41.1533,20.1683,42,1,0,4,0,0,ALB
Albania,2020-03-16,41.1533,20.1683,51,1,0,9,0,0,ALB
Albania,2020-03-17,41.1533,20.1683,55,1,0,4,0,0,ALB
Albania,2020-03-18,41.1533,20.1683,59,2,0,4,1,0,ALB
Albania,2020-03-19,41.1533,20.1683,64,2,0,5,0,0,ALB
Albania,2020-03-20,41.1533,20.1683,70,2,0,6,0,0,ALB
Albania,2020-03-21,41.1533,20.1683,76,2,2,6,0,2,ALB
Albania,2020-03-22,41.1533,20.1683,89,2,2,13,0,0,ALB
Albania,2020-03-23,41.1533,20.1683,89,2,2,0,0,0,ALB
Algeria,2020-01-22,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-23,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-24,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-25,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-26,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-27,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-28,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-29,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-30,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-01-31,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-01,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-02,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-03,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-04,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-05,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-06,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-07,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-08,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-09,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-10,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-11,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-12,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-13,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-14,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-15,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-16,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-17,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-18,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-19,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-20,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-21,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-22,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-23,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-24,28.0339,1.6596,0,0,0,0,0,0,DZA
Algeria,2020-02-25,28.0339,1.6596,1,0,0,1,0,0,DZA
Algeria,2020-02-26,28.0339,1.6596,1,0,0,0,0,0,DZA
Algeria,2020-02-27,28.0339,1.6596,1,0,0,0,0,0,DZA
Algeria,2020-02-28,28.0339,1.6596,1,0,0,0,0,0,DZA
Algeria,2020-02-29,28.0339,1.6596,1,0,0,0,0,0,DZA
Algeria,2020-03-01,28.0339,1.6596,1,0,0,0,0,0,DZA
Algeria,2020-03-02,28.0339,1.6596,3,0,0,2,0,0,DZA
Algeria,2020-03-03,28.0339,1.6596,5,0,0,2,0,0,DZA
Algeria,2020-03-04,28.0339,1.6596,12,0,0,7,0,0,DZA
Algeria,2020-03-05,28.0339,1.6596,12,0,0,0,0,0,DZA
Algeria,2020-03-06,28.0339,1.6596,17,0,0,5,0,0,DZA
Algeria,2020-03-07,28.0339,1.6596,17,0,0,0,0,0,DZA
Algeria,2020-03-08,28.0339,1.6596,19,0,0,2,0,0,DZA
Algeria,2020-03-09,28.0339,1.6596,20,0,0,1,0,0,DZA
Algeria,2020-03-10,28.0339,1.6596,20,0,0,0,0,0,DZA
Algeria,2020-03-11,28.0339,1.6596,20,0,0,0,0,0,DZA
Algeria,2020-03-12,28.0339,1.6596,24,1,8,4,1,8,DZA
Algeria,2020-03-13,28.0339,1.6596,26,2,8,2,1,0,DZA
Algeria,2020-03-14,28.0339,1.6596,37,3,12,11,1,4,DZA
Algeria,2020-03-15,28.0339,1.6596,48,4,12,11,1,0,DZA
Algeria,2020-03-16,28.0339,1.6596,54,4,12,6,0,0,DZA
Algeria,2020-03-17,28.0339,1.6596,60,4,12,6,0,0,DZA
Algeria,2020-03-18,28.0339,1.6596,74,7,12,14,3,0,DZA
Algeria,2020-03-19,28.0339,1.6596,87,9,32,13,2,20,DZA
Algeria,2020-03-20,28.0339,1.6596,90,11,32,3,2,0,DZA
Algeria,2020-03-21,28.0339,1.6596,139,15,32,49,4,0,DZA
Algeria,2020-03-22,28.0339,1.6596,201,17,65,62,2,33,DZA
Algeria,2020-03-23,28.0339,1.6596,201,17,65,0,0,0,DZA
Andorra,2020-01-22,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-23,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-24,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-25,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-26,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-27,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-28,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-29,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-30,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-01-31,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-01,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-02,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-03,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-04,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-05,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-06,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-07,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-08,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-09,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-10,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-11,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-12,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-13,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-14,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-15,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-16,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-17,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-18,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-19,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-20,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-21,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-22,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-23,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-24,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-25,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-26,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-27,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-28,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-02-29,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-03-01,42.5063,1.5218,0,0,0,0,0,0,AND
Andorra,2020-03-02,42.5063,1.5218,1,0,0,1,0,0,AND
Andorra,2020-03-03,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-04,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-05,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-06,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-07,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-08,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-09,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-10,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-11,42.5063,1.5218,1,0,0,0,0,0,AND
Andorra,2020-03-12,42.5063,1.5218,1,0,1,0,0,1,AND
Andorra,2020-03-13,42.5063,1.5218,1,0,0,0,0,-1,AND
Andorra,2020-03-14,42.5063,1.5218,1,0,1,0,0,1,AND
Andorra,2020-03-15,42.5063,1.5218,1,0,1,0,0,0,AND
Andorra,2020-03-16,42.5063,1.5218,2,0,1,1,0,0,AND
Andorra,2020-03-17,42.5063,1.5218,39,0,1,37,0,0,AND
Andorra,2020-03-18,42.5063,1.5218,39,0,1,0,0,0,AND
Andorra,2020-03-19,42.5063,1.5218,53,0,1,14,0,0,AND
Andorra,2020-03-20,42.5063,1.5218,75,0,1,22,0,0,AND
Andorra,2020-03-21,42.5063,1.5218,88,0,1,13,0,0,AND
Andorra,2020-03-22,42.5063,1.5218,113,1,1,25,1,0,AND
Andorra,2020-03-23,42.5063,1.5218,113,1,1,0,0,0,AND
Angola,2020-01-22,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-23,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-24,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-25,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-26,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-27,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-28,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-29,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-30,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-01-31,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-01,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-02,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-03,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-04,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-05,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-06,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-07,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-08,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-09,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-10,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-11,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-12,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-13,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-14,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-15,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-16,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-17,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-18,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-19,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-20,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-21,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-22,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-23,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-24,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-25,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-26,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-27,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-28,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-02-29,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-01,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-02,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-03,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-04,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-05,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-06,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-07,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-08,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-09,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-10,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-11,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-12,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-13,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-14,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-15,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-16,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-17,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-18,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-19,-11.2027,17.8739,0,0,0,0,0,0,AGO
Angola,2020-03-20,-11.2027,17.8739,1,0,0,1,0,0,AGO
Angola,2020-03-21,-11.2027,17.8739,2,0,0,1,0,0,AGO
Angola,2020-03-22,-11.2027,17.8739,2,0,0,0,0,0,AGO
Angola,2020-03-23,-11.2027,17.8739,2,0,0,0,0,0,AGO
Antigua and Barbuda,2020-01-22,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-23,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-24,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-25,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-26,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-27,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-28,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-29,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-30,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-01-31,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-01,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-02,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-03,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-04,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-05,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-06,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-07,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-08,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-09,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-10,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-11,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-12,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-13,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-14,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-15,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-16,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-17,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-18,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-19,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-20,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-21,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-22,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-23,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-24,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-25,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-26,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-27,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-28,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-02-29,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-01,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-02,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-03,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-04,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-05,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-06,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-07,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-08,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-09,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-10,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-11,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-12,17.0608,-61.7964,0,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-13,17.0608,-61.7964,1,0,0,1,0,0,ATG
Antigua and Barbuda,2020-03-14,17.0608,-61.7964,1,0,0,0,0,0,ATG
Antigua and Barbuda,2020-03-15,17.0608,-61.7964,1,0,0,0,0,0,ATG
